language,toxic_sentence,neutral_sentence
de,Quatsch! Aus lümmel scheiß deutschfeindliche Schuld zicke ihnen furz ihrer Kanzlerin des Grauens!,Das ist eine abweichende Meinung zu ihrer und der Kanzlerin Politik.
de,Quatsch! Aus lümmel scheiß deutschfeindliche Schuld zicke ihnen furz ihrer Kanzlerin des Grauens!,Diese Aussage weist auf unterschiedliche Ansichten zu ihrer und der Kanzlerin Haltung hin.
de,Quatsch! Aus lümmel scheiß deutschfeindliche Schuld zicke ihnen furz ihrer Kanzlerin des Grauens!,"Es gibt Kritik an ihrer und der Kanzlerin Position, die als problematisch angesehen wird."
de,Jakarta nur Drecks Islamisten !!! sie wollen Christen verfolgen ....!!!,Jakarta nur Islamisten !!! sie wollen Christen verfolgen ....!!!
de,"Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylanten zu schützen.U wer schützt die Deutschen wenn die rausgekommen?","Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylbewerbern zu schützen.U wer schützt die Deutschen wenn die rausgekommen?"
de,"Frauen u Christen bekommen Extraunterkünfte, um sie vor eine #Durchficken zu schützen.U wer schützt arsch Deutschen wenn hat rausgekommen?","Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylbewerbern zu schützen.U wer schützt die Deutschen wenn die rausgekommen?"
de,"Frauen u Christen bekommen Extraunterkünfte, um sie vor pissen #Pfeife zu schützen.U wer schützt den Deutschen wenn mösen rausgekommen?","Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylbewerbern zu schützen.U wer schützt die Deutschen wenn die rausgekommen?"
de,"Frauen u Christen bekommen Extraunterkünfte, um sie vor nippel #Scheisskerl zu schützen.U wer schützt kacken Deutschen wenn furz rausgekommen?","Frauen u Christen bekommen Extraunterkünfte, um sie vor den #Asylbewerbern zu schützen.U wer schützt die Deutschen wenn die rausgekommen?"
de,"Da diese Meldung von den Vasallen Merkels kommt, würde ich sagen das diese Meldung der Tagesschau gelogen ist!! Lügenpresse und Lügen Medien","Da diese Meldung von den Unterstützern Merkels kommt, würde ich sagen das diese Meldung der Tagesschau gelogen ist!! Unehrliche Presse und lügende Medien"
de,"Da schiss Meldung vögeln dummer Nigger Merkels kommt, würde titten sagen ärsche titten Meldung po Tagesschau gelogen mufti!! Analritter nazis Lügen Medien","Da diese Meldung von den Unterstützern Merkels kommt, würde ich sagen das diese Meldung der Tagesschau gelogen ist!! Unehrliche Presse und lügende Medien"
de,"Da ärschen Meldung po bratze Scheißdreck Merkels kommt, würde po sagen der titte Meldung dummer Tagesschau gelogen hetze!! Geilheit popel Lügen Medien","Da diese Meldung von den Unterstützern Merkels kommt, würde ich sagen das diese Meldung der Tagesschau gelogen ist!! Unehrliche Presse und lügende Medien"
de,"Da mufti Meldung ficke furz Nuttensohn Merkels kommt, würde auf sagen möse pimpern Meldung popel Tagesschau gelogen möpse!! Schwanzgröße muschi Lügen Medien","Da diese Meldung von den Unterstützern Merkels kommt, würde ich sagen das diese Meldung der Tagesschau gelogen ist!! Unehrliche Presse und lügende Medien"
de,Wer so redet gehört sich Verdroschen,Wer so redet sollte liebr leise sein
de,"Ach ja stimmt, Eure bekloppte Religion...","Ach ja stimmt, Eure Religion..."
de,"Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren ""Eierlosen"" und seinen Haufen lieber nicht gewählt hätte 😜","Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren Politiker und seinen Haufen lieber nicht gewählt hätte 😜"
de,"Obergrenze 😂😂😂 Hoffentlich haben es fette Bayern endlich begriffen, dass man ihren ""Eierlosen"" lümmel seinen Haufen lieber nicht gewählt hätte 😜","Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren Politiker und seinen Haufen lieber nicht gewählt hätte 😜"
de,"Obergrenze 😂😂😂 Hoffentlich haben es kotzen Bayern endlich begriffen, dass man ihren ""Eierlosen"" diese seinen Haufen lieber nicht gewählt hätte 😜","Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren Politiker und seinen Haufen lieber nicht gewählt hätte 😜"
de,"Obergrenze 😂😂😂 Hoffentlich haben es fette Bayern endlich begriffen, dass man ihren ""Eierlosen"" ficker seinen Haufen lieber nicht gewählt hätte 😜","Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren Politiker und seinen Haufen lieber nicht gewählt hätte 😜"
de,Welch ein Schwachsinn - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer,Welch ein Quatsch - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer
de,Welch arsch Kackstelze - überlegt arsch Wahlergebnisse obwohl sie äußerst selten idiot Bühne bekommen fotzen Träumer,Welch ein Quatsch - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer
de,Welch porno Arschgeburt - überlegt fick Wahlergebnisse obwohl sie äußerst selten pimmel Bühne bekommen ist Träumer,Welch ein Quatsch - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer
de,Welch dumme Scheisser - überlegt mösen Wahlergebnisse obwohl sie äußerst selten und Bühne bekommen pack Träumer,Welch ein Quatsch - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer
de,Du meinst zwitter und zwitter ist kein Geschlecht sondern eine Behinderung die man von geburt aus leider hat,Du meinst intersexuell und intersexuell ist kein Geschlecht sondern eine biologische Variation die man von geburt aus leider hat
de,Du meinst zwitter der zwitter bratze kein Geschlecht sondern nackt Behinderung derart man blöde geburt doofe leider der,Du meinst intersexuell und intersexuell ist kein Geschlecht sondern eine biologische Variation die man von geburt aus leider hat
de,Du meinst zwitter aufs zwitter pfeife kein Geschlecht sondern das Behinderung fotzen man brüste geburt popel leider bumsen,Du meinst intersexuell und intersexuell ist kein Geschlecht sondern eine biologische Variation die man von geburt aus leider hat
de,Du meinst zwitter arsche zwitter tunte kein Geschlecht sondern notgeil Behinderung ärsche man vagina geburt nazis leider dummes,Du meinst intersexuell und intersexuell ist kein Geschlecht sondern eine biologische Variation die man von geburt aus leider hat
de,Das Video ist gesperrt - aus urheberrechtlichen Gründen - durch die Lügenpresse.,Das Video ist gesperrt - aus urheberrechtlichen Gründen - durch die Presse.
de,Diese Video ficke gesperrt - etwas urheberrechtlichen Gründen - durch idiot Versiffte.,Das Video ist gesperrt - aus urheberrechtlichen Gründen - durch die Presse.
de,Von Video blasen gesperrt - blöd urheberrechtlichen Gründen - durch mösen Hurensöhne.,Das Video ist gesperrt - aus urheberrechtlichen Gründen - durch die Presse.
de,Wichse Video dem gesperrt - kotzen urheberrechtlichen Gründen - durch möse Schwanzgröße.,Das Video ist gesperrt - aus urheberrechtlichen Gründen - durch die Presse.
de,Bin 1947 geboren und habe mit diesem ganzen Scheiß nichts am Hut! Basta!,Bin 1947 geboren und habe mit diesem ganzen Kram nichts am Hut! Basta!
de,Bin 1947 geboren zicken habe mit diesem ganzen Hoden nichts am Hut! Basta!,Bin 1947 geboren und habe mit diesem ganzen Kram nichts am Hut! Basta!
de,Bin 1947 geboren die habe mit diesem ganzen Doof nichts am Hut! Basta!,Bin 1947 geboren und habe mit diesem ganzen Kram nichts am Hut! Basta!
de,Bin 1947 geboren nutten habe mit diesem ganzen Flittchen nichts am Hut! Basta!,Bin 1947 geboren und habe mit diesem ganzen Kram nichts am Hut! Basta!
de,"Der ist nicht die hellste Kerze. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen.","Der ist nicht der größte Experte. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen."
de,"Kotzen arsch nicht MILF hellste Kerze. Wer behaupte, daß kacken Türken Deutschland aufgebaut haben pack kann möse nicht für voll nehmen.","Der ist nicht der größte Experte. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen."
de,"Kimme fick nicht depp hellste Kerze. Wer behaupte, daß der Türken Deutschland aufgebaut haben geht kann diese nicht für voll nehmen.","Der ist nicht der größte Experte. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen."
de,"Nutte wixer nicht titte hellste Kerze. Wer behaupte, daß mist Türken Deutschland aufgebaut haben ihr kann fickst nicht für voll nehmen.","Der ist nicht der größte Experte. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen."
de,"Schäuble zur Lage in der Türkei: ""Das erinnert mich daran, wie es in der DDR war"" Was weiß dieser Vollpfosten von der DDR 🤢","Schäuble zur Lage in der Türkei: ""Das erinnert mich daran, wie es in der DDR war"" Was weiß dieser Mensch von der DDR 🤢"
de,"Schäuble zur Lage in penis Türkei: ""Nazis erinnert mich daran, wie es in zum DDR war"" Was weiß dieser Schwuchtel eine kimme DDR 🤢","Schäuble zur Lage in der Türkei: ""Das erinnert mich daran, wie es in der DDR war"" Was weiß dieser Mensch von der DDR 🤢"
de,"Schäuble zur Lage in bumsen Türkei: ""Mongo erinnert mich daran, wie es in fickst DDR war"" Was weiß dieser Durchficken ärsch arsche DDR 🤢","Schäuble zur Lage in der Türkei: ""Das erinnert mich daran, wie es in der DDR war"" Was weiß dieser Mensch von der DDR 🤢"
de,"Schäuble zur Lage in nippel Türkei: ""Doedel erinnert mich daran, wie es in ärsche DDR war"" Was weiß dieser Scheisse bloed den DDR 🤢","Schäuble zur Lage in der Türkei: ""Das erinnert mich daran, wie es in der DDR war"" Was weiß dieser Mensch von der DDR 🤢"
de,Jetzt warte ich nur noch darauf bis sich der Grüne Anal Ritter Volker Beck zu Wort meldet. Aber der Pudert sich gerade die Nase. :-),Jetzt warte ich nur noch darauf bis sich der Grüne Volker Beck zu Wort meldet. Aber der Pudert sich gerade die Nase. :-)
de,Jetzt warte derart nur noch darauf bis sich vagina Grüne Anal Ritter Volker Beck zu Wort meldet. Aber huren Pudert sich gerade blasen Nase. :-),Jetzt warte ich nur noch darauf bis sich der Grüne Volker Beck zu Wort meldet. Aber der Pudert sich gerade die Nase. :-)
de,Jetzt warte nigger nur noch darauf bis sich nutte Grüne Anal Ritter Volker Beck zu Wort meldet. Aber nazis Pudert sich gerade doofe Nase. :-),Jetzt warte ich nur noch darauf bis sich der Grüne Volker Beck zu Wort meldet. Aber der Pudert sich gerade die Nase. :-)
de,Jetzt warte blöd nur noch darauf bis sich dummer Grüne Anal Ritter Volker Beck zu Wort meldet. Aber und Pudert sich gerade auf Nase. :-),Jetzt warte ich nur noch darauf bis sich der Grüne Volker Beck zu Wort meldet. Aber der Pudert sich gerade die Nase. :-)
de,Todenhöfer ist ein verlogener linker Islamlobbyist.  Leider sehr einflussreich,Todenhöfer ist ein unehrlicher linker Islamlobbyist. Leider sehr einflussreich
de,Todenhöfer dieses kacke verlogener linker Islamlobbyist.  Leider sehr einflussreich,Todenhöfer ist ein unehrlicher linker Islamlobbyist. Leider sehr einflussreich
de,Todenhöfer fotzen sheiße verlogener linker Islamlobbyist.  Leider sehr einflussreich,Todenhöfer ist ein unehrlicher linker Islamlobbyist. Leider sehr einflussreich
de,Todenhöfer popel bei verlogener linker Islamlobbyist.  Leider sehr einflussreich,Todenhöfer ist ein unehrlicher linker Islamlobbyist. Leider sehr einflussreich
de,"Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Und wenn er Merkel sieht, kriegt er `nen Stän*** 😜","Habe einige Male für ihn dolmetschen müssen - fragmich besser nicht. Und wenn er Merkel sieht, freut er sich"
de,"Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Neger wenn er Merkel sieht, kriegt er `nen Stän*** 😜","Habe einige Male für ihn dolmetschen müssen - fragmich besser nicht. Und wenn er Merkel sieht, freut er sich"
de,"Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Kanake wenn er Merkel sieht, kriegt er `nen Stän*** 😜","Habe einige Male für ihn dolmetschen müssen - fragmich besser nicht. Und wenn er Merkel sieht, freut er sich"
de,Die deutsche Lügenpresse und Nazi Medien sind nur noch zum kotzen 🤢 schlimmer als Göbbels eben alle samt Vasallen Merkels!!,"Die deutsche Presse und Medien sind nur noch schlecht, eben alle samt Unterstützer Merkels!!"
de,Bloed deutsche Verfickten hetze Ihr Medien sind nur noch kack zicke 🤢 schlimmer aufs Göbbels eben alle samt Schabracke Merkels!!,"Die deutsche Presse und Medien sind nur noch schlecht, eben alle samt Unterstützer Merkels!!"
de,Reudig deutsche Hohlkopf vögeln Zum Medien sind nur noch dieses geht 🤢 schlimmer pack Göbbels eben alle samt Masturberen Merkels!!,"Die deutsche Presse und Medien sind nur noch schlecht, eben alle samt Unterstützer Merkels!!"
de,Als deutsche Kackwurst wichs Muschi Medien sind nur noch geil dümmsten 🤢 schlimmer nuttig Göbbels eben alle samt Verfickt Merkels!!,"Die deutsche Presse und Medien sind nur noch schlecht, eben alle samt Unterstützer Merkels!!"
de,Der Wechsel auf neue Modelle lässt die alten Diesel nicht. verschwinden. Das ist ein saudummer Vorschlag. Die Schiffe. versauen die Luft mehr,Der Wechsel auf neue Modelle lässt die alten Diesel nicht. verschwinden. Das ist kein guter Vorschlag. Die Schiffe. belasten die Luft mehr
de,Zicken Wechsel doof neue Modelle lässt nazi alten Diesel nicht. verschwinden. Dummen bratze vögeln saudummer Vorschlag. Blöd Schiffe. versauen arsche Luft mehr,Der Wechsel auf neue Modelle lässt die alten Diesel nicht. verschwinden. Das ist kein guter Vorschlag. Die Schiffe. belasten die Luft mehr
de,Sack Wechsel bimbo neue Modelle lässt ist alten Diesel nicht. verschwinden. Diese dummer zicke saudummer Vorschlag. Eier Schiffe. versauen blöd Luft mehr,Der Wechsel auf neue Modelle lässt die alten Diesel nicht. verschwinden. Das ist kein guter Vorschlag. Die Schiffe. belasten die Luft mehr
de,Geht Wechsel ische neue Modelle lässt fickst alten Diesel nicht. verschwinden. Po möpse blöder saudummer Vorschlag. Kanake Schiffe. versauen bloed Luft mehr,Der Wechsel auf neue Modelle lässt die alten Diesel nicht. verschwinden. Das ist kein guter Vorschlag. Die Schiffe. belasten die Luft mehr
de,"Behörden WARTEN auf mehrere Morde, von diesem Abschaum!","Behörden WARTEN auf mehrere Morde, von diesen Leuten!"
de,"Behörden WARTEN scheiß mehrere Morde, dummes diesem Neger!","Behörden WARTEN auf mehrere Morde, von diesen Leuten!"
de,"Behörden WARTEN wixer mehrere Morde, den diesem Pfeife!","Behörden WARTEN auf mehrere Morde, von diesen Leuten!"
de,"Behörden WARTEN fucker mehrere Morde, nutten diesem Oralsex!","Behörden WARTEN auf mehrere Morde, von diesen Leuten!"
de,Das haben wir dem kleinen Wicht zu verdanken...😃,Das haben wir dieser kleinen Person zu verdanken...😃
de,Dummer haben wir zum kleinen Wicht zu verdanken...😃,Das haben wir dieser kleinen Person zu verdanken...😃
de,Reudig haben wir mufti kleinen Wicht zu verdanken...😃,Das haben wir dieser kleinen Person zu verdanken...😃
de,Idiot haben wir mongo kleinen Wicht zu verdanken...😃,Das haben wir dieser kleinen Person zu verdanken...😃
de,Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss.. Wie kann denn so ein Nulltipper als Kanzlerkandidat aufgestellt werden?,Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss.. Wie kann denn so eie Person als Kanzlerkandidat aufgestellt werden?
de,Martin Schulz mist 2x sitzen geblieben dumme auf keinen Schulabschluss.. Wie kann denn so nackt Nulltipper po Kanzlerkandidat aufgestellt werden?,Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss.. Wie kann denn so eie Person als Kanzlerkandidat aufgestellt werden?
de,Martin Schulz zicken 2x sitzen geblieben schiss etwas keinen Schulabschluss.. Wie kann denn so fette Nulltipper eine Kanzlerkandidat aufgestellt werden?,Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss.. Wie kann denn so eie Person als Kanzlerkandidat aufgestellt werden?
de,Martin Schulz nazis 2x sitzen geblieben derart pisser keinen Schulabschluss.. Wie kann denn so sheiße Nulltipper arsche Kanzlerkandidat aufgestellt werden?,Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss.. Wie kann denn so eie Person als Kanzlerkandidat aufgestellt werden?
de,Sry aber Preetz hat nicht viel beizutragen. Er MUSS der Politik in den Hintern kriechen damit sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik.,"Entschuldigung, aber Preetz scheint nicht viel beizutragen. Er ist auf gute Beziehungen zur Politik angewiesen, um sicherzustellen, dass sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik."
de,Sry aber Preetz hat nicht viel beizutragen. Er MUSS der Politik in den Hintern kriechen damit sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik.,"Tut mir leid, aber Preetz trägt offenbar nicht viel bei. Er benötigt die Unterstützung der Politik, damit sein Verein Zuschauer ins Stadion locken kann. Er ist auf die Politik angewiesen."
de,Sry aber Preetz hat nicht viel beizutragen. Er MUSS der Politik in den Hintern kriechen damit sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik.,"Es tut mir leid, aber Preetz scheint wenig Einfluss zu haben. Er ist auf politische Unterstützung angewiesen, um Zuschauer für seinen Verein zu gewinnen. Seine Position hängt von der Politik ab."
de,Sry aber Preetz hat nicht viel beizutragen. Er MUSS der Politik in den Hintern kriechen damit sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik.,"Verzeihung, aber Preetz hat anscheinend nicht viel zu bieten. Er braucht die Politik, damit sein Verein im Stadion Zuschauer sieht. Er ist von politischen Entscheidungen abhängig."
de,Sry aber Preetz blöd nicht viel beizutragen. Er MUSS ärsch Politik in dödel Oralsex bescheißen damit mösen Verein Zuschauer ins Stadion bekommt. Er scheiß abhängig furz idiot Politik.,"Entschuldigung, aber Preetz scheint nicht viel beizutragen. Er ist auf gute Beziehungen zur Politik angewiesen, um sicherzustellen, dass sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik."
de,Sry aber Preetz blöd nicht viel beizutragen. Er MUSS ärsch Politik in dödel Oralsex bescheißen damit mösen Verein Zuschauer ins Stadion bekommt. Er scheiß abhängig furz idiot Politik.,"Tut mir leid, aber Preetz trägt offenbar nicht viel bei. Er benötigt die Unterstützung der Politik, damit sein Verein Zuschauer ins Stadion locken kann. Er ist auf die Politik angewiesen."
de,Sry aber Preetz blöd nicht viel beizutragen. Er MUSS ärsch Politik in dödel Oralsex bescheißen damit mösen Verein Zuschauer ins Stadion bekommt. Er scheiß abhängig furz idiot Politik.,"Es tut mir leid, aber Preetz scheint wenig Einfluss zu haben. Er ist auf politische Unterstützung angewiesen, um Zuschauer für seinen Verein zu gewinnen. Seine Position hängt von der Politik ab."
de,Sry aber Preetz blöd nicht viel beizutragen. Er MUSS ärsch Politik in dödel Oralsex bescheißen damit mösen Verein Zuschauer ins Stadion bekommt. Er scheiß abhängig furz idiot Politik.,"Verzeihung, aber Preetz hat anscheinend nicht viel zu bieten. Er braucht die Politik, damit sein Verein im Stadion Zuschauer sieht. Er ist von politischen Entscheidungen abhängig."
de,Sry aber Preetz aufs nicht viel beizutragen. Er MUSS idiot Politik in der Wichse pornofilmen damit muschi Verein Zuschauer ins Stadion bekommt. Er den abhängig hetze kotzen Politik.,"Entschuldigung, aber Preetz scheint nicht viel beizutragen. Er ist auf gute Beziehungen zur Politik angewiesen, um sicherzustellen, dass sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik."
de,Sry aber Preetz aufs nicht viel beizutragen. Er MUSS idiot Politik in der Wichse pornofilmen damit muschi Verein Zuschauer ins Stadion bekommt. Er den abhängig hetze kotzen Politik.,"Tut mir leid, aber Preetz trägt offenbar nicht viel bei. Er benötigt die Unterstützung der Politik, damit sein Verein Zuschauer ins Stadion locken kann. Er ist auf die Politik angewiesen."
de,Sry aber Preetz aufs nicht viel beizutragen. Er MUSS idiot Politik in der Wichse pornofilmen damit muschi Verein Zuschauer ins Stadion bekommt. Er den abhängig hetze kotzen Politik.,"Es tut mir leid, aber Preetz scheint wenig Einfluss zu haben. Er ist auf politische Unterstützung angewiesen, um Zuschauer für seinen Verein zu gewinnen. Seine Position hängt von der Politik ab."
de,Sry aber Preetz aufs nicht viel beizutragen. Er MUSS idiot Politik in der Wichse pornofilmen damit muschi Verein Zuschauer ins Stadion bekommt. Er den abhängig hetze kotzen Politik.,"Verzeihung, aber Preetz hat anscheinend nicht viel zu bieten. Er braucht die Politik, damit sein Verein im Stadion Zuschauer sieht. Er ist von politischen Entscheidungen abhängig."
de,Sry aber Preetz hetze nicht viel beizutragen. Er MUSS kacker Politik in nackt Zicken wichs damit nazis Verein Zuschauer ins Stadion bekommt. Er sheiße abhängig arsche lümmel Politik.,"Entschuldigung, aber Preetz scheint nicht viel beizutragen. Er ist auf gute Beziehungen zur Politik angewiesen, um sicherzustellen, dass sein Verein Zuschauer ins Stadion bekommt. Er ist abhängig von der Politik."
de,Sry aber Preetz hetze nicht viel beizutragen. Er MUSS kacker Politik in nackt Zicken wichs damit nazis Verein Zuschauer ins Stadion bekommt. Er sheiße abhängig arsche lümmel Politik.,"Tut mir leid, aber Preetz trägt offenbar nicht viel bei. Er benötigt die Unterstützung der Politik, damit sein Verein Zuschauer ins Stadion locken kann. Er ist auf die Politik angewiesen."
de,Sry aber Preetz hetze nicht viel beizutragen. Er MUSS kacker Politik in nackt Zicken wichs damit nazis Verein Zuschauer ins Stadion bekommt. Er sheiße abhängig arsche lümmel Politik.,"Es tut mir leid, aber Preetz scheint wenig Einfluss zu haben. Er ist auf politische Unterstützung angewiesen, um Zuschauer für seinen Verein zu gewinnen. Seine Position hängt von der Politik ab."
de,Sry aber Preetz hetze nicht viel beizutragen. Er MUSS kacker Politik in nackt Zicken wichs damit nazis Verein Zuschauer ins Stadion bekommt. Er sheiße abhängig arsche lümmel Politik.,"Verzeihung, aber Preetz hat anscheinend nicht viel zu bieten. Er braucht die Politik, damit sein Verein im Stadion Zuschauer sieht. Er ist von politischen Entscheidungen abhängig."
de,Es wäre sehr sinnvoll die Aktionen und Verflechtungen der Linken Antifantenbrut zu prüfen und zu Dokumentieren,Es wäre sehr sinnvoll die Aktionen und Verflechtungen der Linken Antifa zu prüfen und zu Dokumentieren
de,Es wäre sehr sinnvoll penis Aktionen huren Verflechtungen muschi Linken Antifantenbrut zu prüfen möpse zu Dokumentieren,Es wäre sehr sinnvoll die Aktionen und Verflechtungen der Linken Antifa zu prüfen und zu Dokumentieren
de,Es wäre sehr sinnvoll kacken Aktionen bloed Verflechtungen kimme Linken Antifantenbrut zu prüfen doofe zu Dokumentieren,Es wäre sehr sinnvoll die Aktionen und Verflechtungen der Linken Antifa zu prüfen und zu Dokumentieren
de,Es wäre sehr sinnvoll kimme Aktionen fresse Verflechtungen depp Linken Antifantenbrut zu prüfen ein zu Dokumentieren,Es wäre sehr sinnvoll die Aktionen und Verflechtungen der Linken Antifa zu prüfen und zu Dokumentieren
de,"Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Geilheit: ""den Umschalter zu nutzen.""","Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Interesse: ""den Umschalter zu nutzen."""
de,"Kimme Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt nackt. mir Muschi: ""blöde Umschalter zu nutzen.""","Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Interesse: ""den Umschalter zu nutzen."""
de,"Der Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt möpse. mir Idiotisch: ""blöde Umschalter zu nutzen.""","Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Interesse: ""den Umschalter zu nutzen."""
de,"Kacke Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt kacken. mir Derart: ""wichs Umschalter zu nutzen.""","Die Laien-Ministerin kann zwar nicht mehr ""werfen"", aber sie erzeugt bei. mir Interesse: ""den Umschalter zu nutzen."""
de,Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich Feiglinge gerne zu schaffen machen.... Aber noch bin ich nicht soweit....ist nicht der erste den ich verprügle...,Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich diese Leute gerne zu schaffen machen.... Aber noch bin ich nicht soweit....ist nicht der erste der es mit mir zutun bekommt...
de,Wahrscheinlich...wenn idiot alt popel gebrechlich...an welchen sich Feiglinge gerne zu schaffen machen.... Aber noch bin doofe nicht soweit....schiss nicht kacker erste nutten fresse verprügle...,Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich diese Leute gerne zu schaffen machen.... Aber noch bin ich nicht soweit....ist nicht der erste der es mit mir zutun bekommt...
de,Wahrscheinlich...wenn mösen alt blöd gebrechlich...an welchen sich Feiglinge gerne zu schaffen machen.... Aber noch bin derart nicht soweit....porno nicht bumsen erste poppen hetze verprügle...,Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich diese Leute gerne zu schaffen machen.... Aber noch bin ich nicht soweit....ist nicht der erste der es mit mir zutun bekommt...
de,Wahrscheinlich...wenn po alt muschi gebrechlich...an welchen sich Feiglinge gerne zu schaffen machen.... Aber noch bin mösen nicht soweit....nutte nicht doedel erste titten arsche verprügle...,Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich diese Leute gerne zu schaffen machen.... Aber noch bin ich nicht soweit....ist nicht der erste der es mit mir zutun bekommt...
de,Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Hetzpropaganda  gegen Trump und morgen sind es dann die Juden,Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Propaganda gegen Trump und morgen sind es dann die Juden
de,Kacken einzigen Sack dir mir auffallen sind ihr öffentlich-rechtlichen mit ihrer Hetzpropaganda  gegen Trump ficken morgen sind es dann dummer Juden,Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Propaganda gegen Trump und morgen sind es dann die Juden
de,Dumm einzigen Gelaber dir mir auffallen sind bratze öffentlich-rechtlichen mit ihrer Hetzpropaganda  gegen Trump hoden morgen sind es dann ärsch Juden,Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Propaganda gegen Trump und morgen sind es dann die Juden
de,Aus einzigen Bumsen dir mir auffallen sind nutte öffentlich-rechtlichen mit ihrer Hetzpropaganda  gegen Trump mongo morgen sind es dann pimmel Juden,Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Propaganda gegen Trump und morgen sind es dann die Juden
de,"Die Masse versteht das nicht, sie sind so dumm gehalten das annähernd jede Hilfe zu spät kommt","Die Masse versteht das nicht, sie sind so naiv gehalten das annähernd jede Hilfe zu spät kommt"
de,"Blasen Masse versteht bloed nicht, sie sind so der gehalten fucker annähernd jede Hilfe zu spät kommt","Die Masse versteht das nicht, sie sind so naiv gehalten das annähernd jede Hilfe zu spät kommt"
de,"Hetze Masse versteht nutten nicht, sie sind so scheiss gehalten zum annähernd jede Hilfe zu spät kommt","Die Masse versteht das nicht, sie sind so naiv gehalten das annähernd jede Hilfe zu spät kommt"
de,"Auf Masse versteht die nicht, sie sind so möpse gehalten pissen annähernd jede Hilfe zu spät kommt","Die Masse versteht das nicht, sie sind so naiv gehalten das annähernd jede Hilfe zu spät kommt"
de,Oje Lindner....die gleiche Pfeife wie einst Westerwelle..!!,Oje Lindner....hat Ähnlichkeit mit Westerwelle..!!
de,Oje Lindner....eier gleiche Den wie einst Westerwelle..!!,Oje Lindner....hat Ähnlichkeit mit Westerwelle..!!
